,Unnamed: 0,bestsellers,first_name,full_name,image,last_name,on_tour,spotlight,occupation,birthday,date_of_death
97,97,True,Dave,Dave Eggers,https://images.randomhouse.com/author/7857,Eggers,False,"DAVE EGGERS is the author of twelve books, including&#160;<i>The Monk of Mokha; The Circle; Heroes of the Frontier; A Hologram for the King,&#160;</i>a finalist for the National Book Award; and&#160;<i>What Is the What,&#160;</i>a finalist for the National Book Critics Circle Award and winner of France's Prix M&eacute;dicis Etranger. He is the founder of McSweeney's and the cofounder of 826 Valencia, a youth writing center that has inspired similar programs around the world, and of ScholarMatch, which connects donors with students to make college accessible. He is the winner of the Dayton Literary Peace Prize and is the cofounder of Voice of Witness, a book series that illuminates human rights crises through oral history. He is a member of the American Academy of Arts and Letters. His work has been translated into forty-two languages.&#160;<br><br>Internationalcongressofyouthvoices.org<br>826national.org<br>scholarmatch.org<br>voiceofwitness.org<br>valentinoachakdeng.org<br>mcsweeneys.net<br>daveeggers.net",Columnist,1947-07-03 00:00:00,
98,98,True,Dai,Dai Sijie,https://images.randomhouse.com/author/41984,Sijie,False,"<b>Dai Sijie</b> is a Chinese-born filmmaker and novelist who has lived and worked in France since 1984. His first novel,&nbsp;<i>Balzac and the Little Chinese Seamstress,</i>&nbsp;was an overnight sensation; it spent 23 weeks on the&nbsp;<i>New York Times</i>&nbsp;bestseller list. He has also written&nbsp;<i>Mr. Muo's Traveling Couch </i>and&nbsp;<i>Once on a Moonless Night.&nbsp;</i>",,,
99,99,True,Marie,Marie Arana,https://images.randomhouse.com/author/765,Arana,False,"Marie Arana is the editor of the <i>Washington Post Book World</i>. Born in Lima, Peru, she now lives in Washington, D.C.",,,
100,100,True,Rudy,Rudy Wiebe,https://images.randomhouse.com/author/33129,Wiebe,False,"Rudy Wiebe was born on October 4, 1934, in an isolated farm community of about 250 people in a rugged but lovely region near Fairholme, Saskatchewan. His parents had escaped Soviet Russia with five children in 1930, part of the last generation of homesteaders to settle the Canadian West, and part of a Mennonite history of displacement and emigration through Europe and Asia to North and South America since the seventeenth century. In 1947 his family gave up their bush farm and moved to Coaldale, Alberta, a town east of Lethbridge peopled largely by Ukrainians, Mennonites, Mormons, and Central Europeans, as well as Japanese, who ended up there during WW II.<br><br>Rudy Wiebe read as much as possible from an early age; his first reading materials were the Bible, the Eaton's catalogue and the <i>Free Press Weekly Prairie Farmer</i>; he also recalls listening to his parents&#8217; stories of Russia. By Grade 4, he had read through the two shelves of books available in the one-room schoolhouse. Growing up, he enjoyed <b>Les Miserables, Toilers of the Sea, David Copperfield, Tom Brown's Schooldays</b>, Greek myths and Norse legends. Later an admirer of Faulkner, M&#225;rquez, Borges and Tolstoy, Wiebe has always held to the fundamentals of plot, character and, above all, story. He believes stories should begin in the specific and local but expand into &#8220;a human truth larger than any individual.&#8221;<br><br>Wiebe won his first prize for fiction while studying literature at the University of Alberta, where he enrolled in a writing class and began producing poems, plays and stories. His winning story in a Canada-wide contest recounted a young boy&#8217;s response to the death of his sister &#8211; based on Wiebe&#8217;s own experience &#8211; and was published in the magazine <i>Liberty</i> in 1956. After earning his B.A., Wiebe left for the ancient University of T&#252;bingen in West Germany on a Rotary Fellowship to study literature and theology, an experience that increased his respect for older and richer communities. Tena Isaak of British Columbia joined him there and they were married. The couple travelled in England, Austria, Switzerland and Italy before returning to Edmonton, where Wiebe completed his M.A. in creative writing. His thesis grew into his first novel, <b>Peace Shall Destroy Many</b>. <br><br>In 1962 Wiebe earned a Bachelor of Theology degree from the Mennonite Brethren Bible College; he considered becoming a minister. He was editor of Winnipeg&#8217;s <i>Mennonite Brethren Herald</i> when <b>Peace Shall Destroy Many</b><i> </i>was published. Many conservative ministers and Mennonites in small towns objected to the novel's frank and at times unflattering portrait of community life, and there was considerable opposition to the book. &#8220;I wasn't exactly sacked as editor . . . but the committee came to me and said &#8216;Ahem.&#8217; I resigned.&#8221; The strength of this reaction made him think hard about the power of the written word, and reinforced his sense of wanting to be a writer.<br><br>Wiebe then was invited to teach at a Mennonite college in Goshen, an agricultural town in Indiana with a large Mennonite and Amish population, where he would be Assistant Professor of English from 1963 to 1967. Goshen College was a lively and stimulating intellectual community where Wiebe committed himself to writing, study, teaching and travel. &#8220;I encountered men and women of real perception . . . really literate Christians who saw themselves as Jesus's followers and at the same time were acquainted with the thoughts of others and had brought that kind of understanding to bear on what it means to be a Christian. The best thing that ever happened to me was the meetings we had every two or three weeks in one home or another &#8211; seven or eight of us, a psychiatrist, a couple of theologians, a couple of literary people. There were the best theologians there, I think, the Mennonite Church has ever had.&#8221; <br><br>Wiebe published his second novel, <b>First and Vital Candle</b>, and began to explore the western United States and the Mennonite settlements in Paraguay. He returned to Edmonton as a professor in creative writing and English at the University of Alberta, and immersed himself in Canadian literature. He wrote reviews, essays and articles, edited anthologies and was soon established as a major figure in Canadian letters. In 1973, his novel <b>The Temptations of Big Bear</b> won a Governor General's Award. Since then he has continued to win the highest praise for his books of fiction and non-fiction. He has written numerous film and television scripts, lectured internationally from Denmark to India, and given readings from Adelaide to Puerto Rico to Helsinki and Igloolik. For thirty years he taught literature and creative writing at colleges and universities in Canada, the United States and Germany. Now retired from teaching, his former students include such accomplished writers as Myrna Kostash, Aritha van Herk, Thomas Wharton and Katherine Govier.<br>  <br>Wiebe was called the first major Mennonite writer to place his community&#8217;s experience in a broader framework. Mennonites assert the fundamental authority of Scripture, especially the New Testament, as a practical guide to life. But while Wiebe imbues his work with a deep moral seriousness, his focus has always been on narrative. &#8220;I never consciously think of writing a so-called Christian novel. I don&#8217;t think Albert Camus ever thought of writing an existentialist novel, either. I think of getting at, of building, a story.&#8221; As a prairie writer, he has often concerned himself with Native stories, feeling place of birth to be more important than blood ancestry. &#8220;Those Mennonite villages in Russia are my heritage, but not my world. The world I feel and sense in my bones is the bush of northern Saskatchewan, of prairie Canada.&#8221; Native spirituality, with its vital links to the physical world, has always attracted him. But his fiction manages to transcend nationality and locale to explore the struggles of communities and individuals; his books and stories have been translated into nine European languages, as well as Chinese, Japanese and Hindi.<br><br>Whatever Wiebe&#8217;s focus in a given work, he has always chosen ambitious themes, and his work rewards readers with an intensity seldom rivalled. He is a voice of Canadian fiction that cannot be ignored, and whose work promises to endure.",,,
101,101,True,Jon,Jon Krakauer,https://images.randomhouse.com/author/16213,Krakauer,False,"Jon Krakauer is the author of eight books and has received an Academy Award in Literature from the American Academy of Arts and Letters. According to the award citation, &ldquo;Krakauer combines the tenacity and courage of the finest tradition of investigative journalism with the stylish subtlety and profound insight of the born writer.&rdquo;<br><br>www.jonkrakauer.com",,,
102,102,True,Sarah,Sarah Dessen,https://images.randomhouse.com/author/47437,Dessen,False,"<b>Sarah Dessen </b>is&nbsp;the #1&nbsp;<i>New York Times</i>&nbsp;bestselling author of&nbsp;over a dozen&nbsp;novels for teens, which&nbsp;have received numerous awards and rave reviews, and have sold&nbsp;millions of&nbsp;copies worldwide. She is the recipient of the 2017 Margaret A. Edwards Award from the American Library Association.&nbsp; Sarah lives in Chapel Hill, North Carolina, with her husband, Jay, and their daughter, Sasha Clementine. Visit her online at sarahdessen.com.",American author,1970-06-06 00:00:00,
103,103,True,Myla,Myla Goldberg,https://images.randomhouse.com/author/10354,Goldberg,False,"<b>Myla Goldberg</b>&#160;is the author of several books, including&#160;<i>The False Friend,</i>&#160;<i>Wickett&rsquo;s Remedy,&#160;</i>and the bestselling, critically acclaimed&#160;<i>Bee Season</i>, which was widely translated and adapted to film. She lives in Brooklyn, New York.",,,
104,104,True,Jodi,Jodi Picoult,https://images.randomhouse.com/author/83188,Picoult,False,"<b>Jodi Picoult </b>is the #1 <i>New York Times </i>bestselling<i> </i>author of twenty-five novels, including <i>Small Great Things,</i> <i>Leaving Time, The Storyteller, Lone Wolf, Sing You Home, House Rules, Handle with Care, Change of Heart, Nineteen Minutes, </i>and <i>My Sister&rsquo;s Keeper</i>. She is also the author, with daughter Samantha van Leer, of two young adult novels, <i>Between the Lines</i> and <i>Off the Page</i>. Picoult lives in New Hampshire with her husband and three children.",,,
105,105,True,Clea,Clea Koff,https://images.randomhouse.com/author/48397,Koff,False,"The daughter of a Tanzanian mother and an American father, both documentary filmmakers focused on human rights issues, Clea Koff spent her childhood in England, Kenya, Tanzania, Somalia and the United States. She now divides her time between Los Angeles and Melbourne, Australia.",Actor,1977-09-25 00:00:00,
106,106,True,Tanith,Tanith Lee,https://images.randomhouse.com/author/17129,Lee,False,"<b>Tanith Lee</b> (1947&ndash;2015) was a legend in science fiction and fantasy writing. She wrote more than 90 novels and 300 short stories, and was the winner of multiple World Fantasy Awards, a British Fantasy Society Derleth Award, the World Fantasy Lifetime Achievement Award, and the Bram Stoker Award for Lifetime Achievement in Horror.",,,
107,107,True,Stephen,Stephen Fry,https://images.randomhouse.com/author/9457,Fry,False,"<b>Stephen Fry</b> is an English actor and author. As well as being the bestselling author of four novels,&#160;<i>The Stars&rsquo; Tennis Balls</i>,<i>&#160;Making History</i>,<i>&#160;The Hippopotamus</i>,&#160;and&#160;<i>The Liar</i>,&#160;and the first volume of his autobiography,&#160;<i>Moab is My Washpot</i>, he&#160;has played Peter in&#160;<i>Peter&rsquo;s Friends</i>, Wilde in the film&#160;<i>Wilde</i>, Jeeves in the television series&#160;<i>Jeeves &amp; Wooster</i>&#160;and Laurie in the television series&#160;<i>Fry &amp; Laurie</i>.",Novelist,1947-09-21 00:00:00,
108,108,True,Amor,Amor Towles,https://images.randomhouse.com/author/144127,Towles,False,"Amor Towles&#160;is the author of the&#160;<i>New York Times</i>&#160;bestsellers&#160;<i>Rules of Civility&#160;</i>and&#160;<i>A Gentleman in Moscow</i>. The two novels have collectively sold more than three million copies and have been translated into more than thirty languages. Having worked as an investment professional for more than twenty years, Towles now devotes himself fulltime to writing in Manhattan, where he lives with&#160;his wife and two children.",,,
109,109,True,Ian,Ian McEwan,https://images.randomhouse.com/author/19880,McEwan,False,"Ian McEwan is the bestselling author of seventeen books, including the novels&#160;<i>Nutshell</i>;<i>&#160;The Children Act</i>;&#160;<i>Sweet Tooth</i>;&#160;<i>Solar</i>, winner of the Bollinger Everyman Wodehouse Prize;&#160;<i>Saturday</i>;&#160;<i>Atonement</i>, winner of the National Book Critics Circle Award and the W. H. Smith Literary Award;&#160;<i>The Comfort of Strangers</i>&#160;and&#160;<i>Black Dogs</i>, both shortlisted for the Booker Prize;&#160;<i>Amsterdam</i>, winner of the Booker Prize; and&#160;<i>The Child in Time</i>, winner of the Whitbread Award; as well as the story collections&#160;<i>First Love, Last Rites</i>, winner of the Somerset Maugham Award, and&#160;<i>In Between the Sheets</i>.<br><br>www.ianmcewan.com",,,
110,110,True,John,John Berger,https://images.randomhouse.com/author/2062,Berger,False,"<b>John Berger</b>&nbsp;was born in London in 1926. He is well known for his novels and stories as well as for his works of nonfiction, including several volumes of art criticism. His first novel,&nbsp;<i>A Painter of Our Time</i>, was published in 1958, and since then his books have included&nbsp;<i>Ways of Seeing</i>, the fiction trilogy&nbsp;Into Their Labours, and the novel&nbsp;<i>G.,</i>&nbsp;which won the Booker Prize in 1972. In 1962 he left Britain permanently and moved to a small village in the French Alps. &nbsp;He died in 2017.&nbsp;",Poet,1631-08-19 00:00:00,1700-05-01 00:00:00
111,111,True,James,James Gleick,https://images.randomhouse.com/author/10226,Gleick,False,"<b>James Gleick </b>is our leading chronicler of science and technology, the bestselling author of&nbsp;<i>Chaos: Making a New Science, Genius: The Life and Science of Richard Feynman</i>,&nbsp;and&nbsp;<i>The Information: A History, a Theory, a Flood</i>. His books have been translated into 30 languages.",Philosopher,1842-01-11 00:00:00,1910-08-26 00:00:00
112,112,True,Daria,Daria Snadowsky,https://images.randomhouse.com/author/67580,Snadowsky,False,"Raised in Greenwich Village and Las Vegas, Daria Snadowsky has written for various publications, including <i>Creative Loafing</i>, <i>Las Vegas Weekly</i>, and <i>Nevada Law Jou</i>rnal. <i>Anatomy of a Boyfriend</i> is her first novel.",,,
113,113,True,Arundhati,Arundhati Roy,https://images.randomhouse.com/author/26361,Roy,False,"<p>Arundhati Roy is the author of <i>The God of Small Things</i>, which won the Booker Prize and has been translated into more than forty languages. She also has published several books of nonfiction including <i>The End of Imagination</i>, <i>Capitalism: A Ghost Story</i> and <i>The Doctor and the Saint</i>. She lives in New Delhi.<br><br><br></p>",Author,1961-11-24 00:00:00,
114,114,True,Charles,Charles de Lint,https://images.randomhouse.com/author/6685,de Lint,False,"<b>CHARLES de LINT&#160;</b>is the author of more than seventy adult, young adult, and children&rsquo;s books. Renowned as one of the trailblazers of the modern fantasy genre, he is the recipient of the World Fantasy, White Pine, Crawford, and Aurora awards. The first book of the Wildlings trilogy,&#160;<i>Under My Skin</i>, won the 2013 Aurora Award for Young Adult Fiction. De Lint is a poet, songwriter, performer, and folklorist, and he writes a monthly book-review column for The Magazine of Fantasy &amp; Science Fiction.<br>&#160;<br>De Lint and his wife, MaryAnn Harris, a fellow artist and musician, recently released companion CDs of their original songs, samples of which can be heard on de Lint&rsquo;s website. They live in Ottawa, and their respective websites are www.charlesdelint.com and www.relectica.com.",Author,1920-08-16 00:00:00,1994-03-09 00:00:00
115,115,True,Suze,Suze Orman,https://images.randomhouse.com/author/22853,Orman,False,"<b>Suze Orman</b> is a two-time Emmy Award&ndash;winning television host, #1 <i>New York Times</i> bestselling author, magazine and online columnist, writer/producer, and one of the top motivational speakers in the world today. Orman has written nine consecutive <i>New York Times</i> bestsellers and has written, co-produced, and hosted seven PBS specials based on her books. She is the seven-time Gracie Award&ndash;winning host of <i>The Suze Orman Show,</i> which airs on CNBC. She is also a contributing editor to <i>O: The Oprah Magazine</i>. Twice named one of the &ldquo;<i>Time</i> 100,&rdquo; <i>Time</i> magazine&rsquo;s list of the world&rsquo;s most influential people, and named by <i>Forbes</i> as one of the 100 most powerful women, Orman was the recipient of the National Equality Award from the Human Rights Campaign. In 2009 she received an honorary doctor of humane letters degree from the University of Illinois at Urbana-Champaign and in 2010 she received an honorary doctor of commercial science from Bentley University. Orman, a Certified Financial Planner&trade; professional, directed the Suze Orman Financial Group from 1987 to 1997, served as Vice President&mdash;Investments for Prudential Bache Securities from 1983 to 1987, and was an account executive at Merrill Lynch from 1980 to 1983. Prior to that, she worked as a waitress at the Buttercup Bakery in Berkeley, California, from 1973 to 1980.",Author,1951-06-05 00:00:00,
116,116,True,Jeffrey,Jeffrey Eugenides,https://images.randomhouse.com/author/43322,Eugenides,False,"JEFFREY EUGENIDES is the son of an American-born father whose Greek parents emigrated from Asia Minor and an American mother of Anglo-Irish descent. <i>The Virgin Suicides</i> was first published in 1993 to rapturous acclaim and it has been translated into fifteen languages and made into a feature film. <i>Middlesex</i>, his second novel, won the Pulitzer Prize and was a finalist for the National Book Critics Circle Award. Jeffrey Eugenides's fiction has appeared in <i>The New Yorker</i>, <i>The Paris Review</i>, <i>The Yale Review</i>, <i>Best American Short Stories</i>, <i>The Gettysburg Review</i> and <i>Granta</i>. Eugenides lives in Princeton, New Jersey.",,,
117,117,True,Yann,Yann Martel,https://images.randomhouse.com/author/19175,Martel,False,"<b>Yann Martel</b> is the author of <i>Life of Pi,</i> the #1 international bestseller and winner of the 2002 Man Booker (among many other prizes). He is also the award-winning author of <i>The Facts Behind the Helsinki Roccamatios</i> (winner of the Journey Prize), <i>Self,</i> <i>Beatrice &amp; Virgil,</i> and <i>101 Letters to a Prime Minister</i>. Born in Spain in 1963, Martel studied philosophy at Trent University, worked at odd jobs&mdash;tree planter, dishwasher, security guard&mdash;and traveled widely before turning to writing. He lives in Saskatoon, Canada, with the writer Alice Kuipers and their four children.<br><br>Yann Martel&#160;is available for select readings and lectures. To inquire about a possible appearance, please contact Penguin Random House Speakers Bureau at speakers@penguinrandomhouse.com or visit www.prhspeakers.com.",,,
118,118,True,Roy,Roy MacGregor,https://images.randomhouse.com/author/53985,MacGregor,False,"Roy MacGregor is the acclaimed and bestselling author of <b>Home Team</b>: Fathers, Sons and Hockey (shortlisted for the Governor General's Literary Award); <b>A Life in the Bush</b> (winner of the U.S. Rutstrum Award for Best Wilderness Book and the CAA Award for Biography); and <b>Canadians</b>: A Portrait of a Country and Its People, as well as two novels, <b>Canoe Lake</b> and <b>The Last Season</b>, and the popular <b>Screech Owls</b> mystery series for young readers. A regular columnist at <i>The Globe and Mail</i> since 2002, MacGregor's journalism has garnered four National Magazine Awards and eight National Newspaper Award nominations. He is an Officer of the Order of Canada, and was described in the citation as one of Canada's ""most gifted storytellers."" He grew up in Huntsville, Ontario, and has kept returning to the Tom Thomson mystery all his writing life. He lives in Kanata.",,,
119,119,True,Barack,Barack Obama,https://images.randomhouse.com/author/22627,Obama,False,"<b>Barack Obama</b>&#160;was&#160;the 44th&#160;president of the United States, elected in November 2008 and holding office for two terms. He&#160;is the recipient of the 2009 Nobel Peace Prize and the <i>New York Times</i> bestselling author of&#160;<i>Dreams from My Father,</i>&#160;<i>The Audacity of Hope,&#160;</i>and&#160;<i>A Promised Land</i>. He lives&#160;in Washington, D.C.,&#160;with his wife, Michelle. They&#160;have two daughters, Malia and Sasha.",Head of State,1961-08-04 00:00:00,
120,120,True,,Sapphire,https://images.randomhouse.com/author/55306,Sapphire,False,"<b>Sapphire </b>is the author of&nbsp;<i>American Dreams</i>, a collection of poetry that was cited by&nbsp;<i>Publishers Weekly</i>&nbsp;as ""one of the strongest debut collections of the nineties.""&nbsp;<i>Push</i>, her novel, won the Book-of-the-Month Club's Stephen Crane award for First Fiction, the Black Caucus of the American Library Association's First Novelist Award, and, in Great Britain, the Mind Book of the Year Award.&nbsp;Push&nbsp;was named by the&nbsp;<i>Village Voice</i>&nbsp;and&nbsp;<i>Time Out New York</i>&nbsp;as one of the top ten books of 1996.&nbsp;<i>Push</i>&nbsp;was nominated for an NAACP Image Award in the category of Outstanding Literary Work of Fiction. <i>Push </i>was adapted into the Oscar-nominated film, <i>Precious.&nbsp;</i>

Sapphire's work has appeared in&nbsp;<i>The New Yorker</i>,&nbsp;<i>The New York Times Magazine</i>,&nbsp;<i>The New York Times Book Review</i>,&nbsp;<i>The Black Scholar</i>,&nbsp;<i>Spin</i>, and&nbsp;<i>Bomb</i>. In February of 2007 Arizona State University presented&nbsp;<i>PUSHing Boundaries, PUSHing Art: A Symposium on the Works of Sapphire</i>. Sapphire's work has been translated into 11 languages and has been adapted for stage in the United States and Europe.&nbsp;<i>Precious</i>, the film adaption of her novel, won the Grand Jury Prize and the Audience Awards in the U.S. dramatic competition at Sundance (2009).",Novelist,1950-08-04 00:00:00,
121,121,True,Jared,Jared Diamond,https://images.randomhouse.com/author/61039,Diamond,False,"<b>Jared Diamond</b> is a professor of geography at the University of California, Los Angeles. The recipient of numerous awards, he has published more than 200 articles in such prestigious magazines as&nbsp;<i>Discover</i>&nbsp;and&nbsp;<i>Nature</i>.",,,
122,122,True,Markus,Markus Zusak,https://images.randomhouse.com/author/59222,Zusak,False,"Markus Zusak is the award-winning, #1 bestselling author of <i>The Book Thief, I Am the Messenger, Fighting Ruben Wolf, </i>and <i>Getting the Girl.</i> His newest, much-anticipated novel, <i>Bridge of Clay,</i> will release in October 2018. He lives in Sydney, Australia, with his wife and children. Learn more about Markus at markuszusak.com.<br> &#160;<br> Markus Zusak is available for select speaking engagements. To inquire about a possible appearance, please contact the Penguin Random House Speakers Bureau at speakers@penguinrandomhouse.com.",,,
123,123,True,P. D.,P. D. James,https://images.randomhouse.com/author/249708,James,False,"P. D. James&#160;was the author of twenty-one books, many of which feature her detective hero Adam Dalgliesh and have been televised or filmed. She was the recipient of many honors, including the Mystery Writers of America Grand Master Award and the National Arts Club Medal of Honor for Literature. In 1991 she was created Baroness James of Holland Park. She died in 2014 at the age of ninety-four.",Philosopher,1842-01-11 00:00:00,1910-08-26 00:00:00
124,124,True,Jake,Jake Wizner,https://images.randomhouse.com/author/74637,Wizner,False,"It was 2003. I had finished a middle-grade novel, <i>The World&#8217;s Most Disgusting Sandwich</i>, and was trying to get it published.<br>&#8220;It has potential,&#8221; a potential agent told me. &#8220;I&#8217;d love to see other books you&#8217;ve written.&#8221;<br>Other books I&#8217;d written? I hadn&#8217;t written any other books. I had written an anonymous poetry column for a teachers&#8217; newsletter. I had written a bunch of essays in college and graduate school. I had written some irreverent songs to play on my guitar. &#8220;This is my first book,&#8221; I confessed. <br>&#8220;Well,&#8221; she said, &#8220;we don&#8217;t typically represent books, we represent writers. Are you working on something else?&#8221;<br>I had started on a sequel and began to tell her about it.<br>&#8220;I mean something different,&#8221; she said. &#8220;I want to see what else you can do.&#8221;<br>Oh, crap. &#8220;I have a few other ideas,&#8221; I said. <br>She told me when I had something written she&#8217;d be happy to take a look.<br>So I came up with a new idea in a hurry and started writing the fictional memoir of Zeke Zagger, the world&#8217;s greatest super villain that nobody had ever heard of. It was supposed to be funny; instead it was depraved, disturbing, and utterly distasteful. Reading over the first 20 pages, I began to worry about the state of my subconscious. <br><br>So I decided to try again with a new character, and the first thing I wanted to do was give him a name. Shakespeare. Shakespeare Shapiro. Wow, I thought, imagine being that kid. So I did imagine it, and I started to vent on paper. It turned out Shakespeare Shapiro had a lot to say, not just about his name, but also about his crazy parents, his maddeningly popular younger brother, his social ineptitude, and the overall catastrophe of his life. Much of what he said was depraved, disturbing, and utterly distasteful; but it was also really funny to me. And I guess it was funny to other people, too, because <i>Spanking Shakespeare</i> is set to hit the bookstores on September 25, 2007.<br><br>As an eighth-grade teacher, it is both incredibly exciting and a little bit nerve wracking to have written a book that I know my students&#8211;and probably their parents&#8211;will read. I&#8217;m excited to become a minor celebrity for the first time in my life, at least within the walls of Manhattan&#8217;s Middle School 255. I&#8217;m excited that my students will see me as a real live writer, and I will be thrilled if more of them are inspired to carry on independent writing lives. But I wonder how they and their parents will react to the fact that the book deals so openly with the kinds of things teenage boys think about. Just imagine parent-teacher conferences, if you will: <br> <br><b>PARENT #1</b>: So, Jake, we read your book.<br><br><b>ME</b> (<i>smiling nervously)</i>: Oh, yeah? Well, let me tell you how Becky is doing in class. Her writing is&#8211;<br><br><b>PARENT #2 </b><i>(holding up a copy)</i>: Masturbation. Drug use. Pornography. You seem quite well versed in these subjects . . .<br><br>You get the idea. So to the question of how much of <i>Spanking Shakespeare</i> is autobiographical, let me just say that nothing has ever been proven. And as to the rumors that I&#8217;m now working on a musical called <i>Castration Celebration</i>, I&#8217;ll have to plead the fifth.",,,
125,125,False,Sheryl,Sheryl WuDunn,https://images.randomhouse.com/author/44973,WuDunn,False,"<b>Sheryl WuDunn</b>&nbsp;has coauthored several books with her husband, Nicholas D. Kristof, including <i>Half the Sky</i>&nbsp;and&nbsp;<i>A Path Appears</i>. Together they were awarded a Pulitzer Prize in 1990 for their coverage of China. They also received the Dayton Literary Peace Prize for Lifetime Achievement in 2009. WuDunn worked at&nbsp;the&nbsp;<i>New York Times</i>&nbsp;as a business editor and foreign correspondent in Tokyo and Beijing. She now works in banking.",,,
126,126,False,Nora,Nora Roberts,https://images.randomhouse.com/author/25754,Roberts,False,<b>Nora Roberts&nbsp;</b>is the #1&nbsp;<i>New York Times&nbsp;</i>bestselling author of more than 200 novels. She is also the author of the bestselling In Death series written under the pen name J. D. Robb. There are more than 500 million copies of her books in print.,Comic,1952-04-29 00:00:00,
127,127,False,Michael,Michael Palin,https://images.randomhouse.com/author/23099,Palin,False,"MICHAEL PALIN has written and starred in numerous TV programmes and films, from <I>Monty Python</I> and <I>Ripping Yarns</I> to <I>A Fish Called Wanda</I> and <I>The Death of Stalin</I>. He has also made several much-acclaimed travel documentaries, his journeys taking him to the North and South Poles, the Sahara Desert, the Himalayas, Eastern Europe and Brazil. His books include accounts of his journeys, novels (<I>Hemingway's Chair</I> and <I>The Truth</I>), several volumes of diaries and <I>Erebus: One Ship, Two Epic Voyages, and the Greatest Naval Mystery of All Time</I>. From 2009 to 2012 he was president of the Royal Geographical Society. In 2018 he was the inaugural recipient of the Royal Canadian Geographical Society's Louie Kamookak Medal. He received a BAFTA fellowship in 2013, and a knighthood in the 2019 New Year Honours list. He lives in London.",,,
128,128,False,Bernhard,Bernhard Schlink,https://images.randomhouse.com/author/27183,Schlink,False,<p>Bernhard Schlink&#160;is the author of the internationally bestselling novel&#160;<i>The Reader.&#160;</i>He is a former judge and teaches public law and legal philosophy at Humboldt University of Berlin and at the Benjamin N. Cardozo School of Law in New York City.&#160;</p>,,,
129,129,False,Jim,Jim Crace,https://images.randomhouse.com/author/5921,Crace,False,"<b>JIM CRACE</b>&#160;is the author of ten previous novels.&#160;<i>Being Dead</i>&#160;was shortlisted for the 1999 Whitbread Fiction Prize and won the U.S. National Book Critics Circle Award for Fiction in 2000. In 1997,&#160;<i>Quarantine</i>&#160;was named the Whitbread Novel of the Year and was shortlisted for the Booker Prize. Crace has also received the Whitbread First&#160;Novel Prize, the E.M. Forster Award, and the Guardian Fiction Prize. He lives in&#160;Worcestershire, England.",,,
130,130,False,Brian,Brian Greene,https://images.randomhouse.com/author/11013,Greene,True,"BRIAN GREENE is a professor of physics and mathematics and director of Columbia University's Center for Theoretical Physics and is renowned for his groundbreaking discoveries in superstring theory. He is the author of&#160;<i>The Elegant Universe</i>,&#160;<i>The Fabric of the Cosmos</i>, and&#160;<i>The Hidden Reality</i>, which have collectively spent sixty-five weeks on&#160;<i>The New York Times&#160;</i>best-seller list and sold more than two million copies worldwide, and he has hosted two Peabody and Emmy Award winning&#160;<i>NOVA</i>miniseries based on his books. With producer Tracy Day, Greene cofounded the World Science Festival. He lives in New York.",,,
131,131,False,Olga,Olga Tokarczuk,https://images.randomhouse.com/author/2157856,Tokarczuk,False,"<b>Olga Tokarczuk</b>&#160;is one of Poland's most celebrated and beloved authors, a winner of the Nobel Prize in Literature and the Man Booker International Prize, as well as her country's highest literary honor, the Nike. She is the author of eight novels and two short story collections, and has been translated into more than thirty languages.",,,
132,132,False,Scott,Scott Anderson,https://images.randomhouse.com/author/633,Anderson,False,"Scott Anderson is a veteran war correspondent who has reported from Lebanon, Israel, Egypt, Northern Ireland, Chechnya, Sudan, Bosnia, El Salvador and many other strife-torn countries. A frequent contributor to the <i>New York Times Magazine</i>, his work has also appeared in <i>Vanity Fair,</i> <i>Esquire, Harper&rsquo;s</i> and <i>Outside</i>. He is the author of novels <i>Moonlight Hotel</i> and <i>Triage </i>and of non-fiction books <i>The Man Who Tried to Save the World</i> and <i>The 4 O&rsquo;Clock Murders,</i> and co-author of <i>War Zones</i> and <i>Inside The League </i>with his brother Jon Lee Anderson.",Author,1896-09-24 00:00:00,1940-12-21 00:00:00
133,133,False,Joyce Carol,Joyce Carol Oates,https://images.randomhouse.com/author/22623,Oates,False,"<b>Joyce Carol Oates</b>&nbsp;has written some of the most enduring fiction of our time, including the national bestsellers&nbsp;<i>We Were the Mulvaneys</i>&nbsp;and&nbsp;<i>Blonde</i>&nbsp;(a finalist for the National Book Award), and the&nbsp;<i>New York Times</i>&nbsp;bestsellers&nbsp;<i>The Falls&nbsp;</i>(winner of the 2005 Prix Femina) and <i>The&nbsp;Gravedigger's Daughter</i>.",Actor,1912-02-25 00:00:00,2009-07-04 00:00:00
134,134,False,Geraldine,Geraldine Brooks,https://images.randomhouse.com/author/3378,Brooks,False,"Geraldine Brooks&#160;is the author of the Pulitzer Prize&ndash;winning novel&#160;<i>March&#160;</i>and the international bestsellers&#160;<i>Caleb&rsquo;s Crossing</i>,&#160;<i>People of the Book</i>, and&#160;<i>Year of Wonders</i>. She has also written the acclaimed nonfiction works&#160;<i>Nine Parts of Desire</i>&#160;and&#160;<i>Foreign Correspondence</i>.&#160;Born and raised in Australia, Brooks lives in Massachusetts.",,,
