,name,genres,year,page_count,purchase_link,price,avg_rating,num_ratings,maturity_rating,language,description,image,authors,,,,,
968,The Blood of Gods,{'Fiction'},2013-07-02,400,https://play.google.com/store/books/details?id=ChJIw-YM1UUC&rdid=book-ChJIw-YM1UUC&rdot=1&source=gbs_api,13.99,,,NOT_MATURE,en,"This eBook edition features exclusive bonus content, Conn Iggulden’s original short story “Fig Tree.” One of history’s most notorious assassinations sets the stage for a riveting tale of political intrigue, epic battle, and righteous retribution in a new novel of ancient Rome from #1 New York Times bestselling author Conn Iggulden. THE BLOOD OF GODS Julius Caesar has been cut down. His blood stains the hands of a cabal of bold conspirators, led by famed general Marcus Brutus—whom Caesar once called a friend. Have these self-proclaimed liberators bravely slain a power-mad tyrant or brutally murdered the beloved Father of Rome? Hailed as heroes by a complicit Senate and granted amnesty, the killers eagerly turn toward plotting the empire’s future under their control. But Caesar’s death does not rest easily with all of Rome. For two men whose bonds of friendship, family, and fidelity to the emperor are unbreakable, the shocking assassination is nothing less than treason. And those responsible must pay with their lives. Through countless battles and years of peace, Marc Antony has wielded a sword and raised a cup at Caesar’s side. Now, in the wake of the cold-blooded coup, he is powerless against the political might of Brutus and his treacherous senators. Yet with no weapons other than eloquence and outrage, Antony will turn the tide of public opinion and spark a rebellion that will set the streets of Rome ablaze. At the same time, Gaius Octavian, adopted son and chosen heir of Caesar, has gained wealth and influence beyond imagining. But the soul-deep wound of his father’s death will never be healed by gold or power. He will rest only with the blood of the killers on his blade. Drawn together by their common cause, Antony and Octavian marshal their forces into an avenging army on a mission to reunite all that Caesar’s fall has torn asunder. Even as his cohorts flee for their lives—or fall prey to vigilantes—a defiant Brutus vows never to relinquish what his ruthless ambition has won him. As opposing legions join in mortal combat, the destiny of Rome will turn on which of their commanders is the mightiest and most cunning. Marking the author’s triumphant return to the setting of his celebrated Emperor series, The Blood of Gods unfolds with unmatched power, electric with the high-adventure storytelling, captivating historical detail, and stirring battle scenes for which Conn Iggulden is renowned. Praise for Conn Iggulden’s Empire series “Dramatic historical fiction to keep adults turning pages like enthralled kids . . . {Iggulden} is a grand storyteller. . . . A spirited, entertaining read.”—USA Today “Exhilarating . . . Words like ‘brilliant,’ ‘sumptuous’ and ‘enchanting’ jostle to be used, but scarcely convey the way Iggulden brings the schoolbook tale to life, or the compelling depictions of battle, treachery and everyday detail in a precarious world well lost but vividly re-created.”—Los Angeles Times “What Robert Graves did for Claudius, Conn Iggulden now does for the most famous Roman emperor of them all—Julius Caesar.”—William Bernhardt, author of Criminal Intent “{Iggulden} excels at describing battle scenes both small-scale and epic.”—The Seattle Times “Utterly marvelous . . . Solid research and a real knack for character development bring {Julius Caesar} to life in a truly magical, electrifying way.”—The Telegram (St. John’s, Newfoundland)",http://books.google.com/books/content?id=ChJIw-YM1UUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Conn Iggulden'},,,,,
969,The Falcon of Sparta,{'Fiction'},2019-02-05,448,,,,,NOT_MATURE,en,"Based on one of history’s most epic stories of adventure, The Falcon of Sparta masterfully depicts the ferocity, heroism, and savage bloodshed of the ancient world. Conn Iggulden, the New York Times bestselling author of the Emperor, Conqueror, and Wars of the Roses series, returns to the ancient world with a ferociously violent epic. 401 BC. In the ancient world, one army was feared above all others. The Persian king Artaxerxes rules an empire stretching from the Aegean to northern India. As many as fifty million people are his subjects. His rule is absolute. Though the sons of Sparta are eager to play the game of thrones . . . Yet battles can be won—or lost—with a single blow. Princes fall. And when the dust of civil war settles, the Spartans are left stranded in the heart of an enemy’s empire, without support, without food, and without water. Far from home, surrounded by foes, it falls to the young soldier Xenophon to lead the survivors against Artaxerxes’s legendary Persian warriors.",http://books.google.com/books/content?id=d1RxuAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Conn Iggulden'},,,,,
970,Lords of the Bow,{'Historical fiction'},2010,480,,,4,17,NOT_MATURE,en,"The gathering of the tribes of the Mongols has been a long time in coming but finally, triumphantly, Temujin of the Wolves, Genghis Khan, is given the full accolade of the overall leader and their oaths. Now he can begin to meld all the previously warring people into one army, one nation. But the task Genghis has set himself and them is formidable. He is determined to travel to the land of the long-time enemy, the Chin and attack them there. The distances and terrain-the wide deserts, the impenetrable mountains-make it a difficult venture even for the legendary Mongolian speed of movement, but the greatest problem is that of the complex fortifications, a way of fighting wars of a settled urban population which the nomadic Mongolians had never come across. Finding ways to tackle that and keeping his tribes together in a strange environment presents another new and exciting challenge for Genghis Khan.Not only must Genghis succeed in this incredible campaign, but he must also reconcile the restless factions among his own generals, mediate between his ambitious brothers and cope with his own reactions to his growing sons. The young warrior has become a notable and victorious military commander of thousands: he must now learn to become a great leader of peoples of many different races and religions.LORDS OF THE BOW is a deeply satisfying novel. It is epic in scope, convincing, and fascinating in the narration of an extraordinary story. Above all Genghis Khan continues to dominate the scene as he matures from the young boy of Wolf of the Plains to the great Conqueror.",http://books.google.com/books/content?id=DatHuHquPDUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Conn Iggulden'},,,,,
971,Blackwater,{'Brothers'},2006-01,99,,,3.5,2,NOT_MATURE,en,"Davey has always lived in the shadow of his brother, a smiling sociopath who will stop at nothing to protect himself & his family. But when the shadowy figure of Denis Tanter comes into Davey's life, how far will the bond of brotherhood reach?",http://books.google.com/books/content?id=dFeVAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Conn Iggulden'},,,,,
972,Fig Tree,{'Fiction'},2014-03-27,20,,,,,NOT_MATURE,en,This is the brilliant short story that featured in the back of the special edition ebook of CONN IGGULDEN’S bestselling novel EMPEROR: BLOOD OF GODS.,http://books.google.com/books/content?id=pHXYAgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Conn Iggulden'},,,,,
973,The Dangerous Book of Heroes,{'History'},2010-04-20,480,https://play.google.com/store/books/details?id=kVUx02ugKN8C&rdid=book-kVUx02ugKN8C&rdot=1&source=gbs_api,8.99,4,1,NOT_MATURE,en,"Conn Iggulden, co-author of the phenomenally successful The Dangerous Book for Boys, and David Iggulden now bring us The Dangerous Book of Heroes—featuring great stories of courage and adventure to thrill and inspire any reader. From George Washington to Sitting Bull to Martin Luther King to the passengers on Flight 93, here are amazing stories of heroism that parents can share with their children, or enjoy all by themselves.",http://books.google.com/books/content?id=kVUx02ugKN8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"{'Conn Iggulden', 'David Iggulden'}",,,,,
974,Stormbird,{'Great Britain'},2013,512,,,,,NOT_MATURE,en,"In 1437, after years of regency, the pious and gentle Henry VI, the Lamb, comes of age and accedes to the English throne. His poor health and frailty of mind render him a weakling king - Henry depends on his closest men, Spymaster Derry Brewer and William de la Pole, Duke of Suffolk, to run his kingdom. Yet there are those, such as the Plantagenet Richard, Duke of York, who believe England must be led by a strong king if she is to survive. With England's territories in France under threat, and rumours of revolt at home, fears grow that Henry and his advisers will see the country slide into ruin. With a secret deal struck for Henry to marry a young French noblewoman, Margaret of Anjou, those fears become all too real. As storm clouds gather over England, King Henry and his supporters find themselves besieged abroad and at home. Who, or what can save the kingdom before it is too late?",http://books.google.com/books/content?id=ZYD_lwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Conn Iggulden'},,,,,
975,"The Death of Kings (Emperor Series, Book 2)",{'Fiction'},2009-03-20,688,,,5,2,NOT_MATURE,en,The ultimate Rome story,http://books.google.com/books/content?id=nSZ6U_2Kej4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Conn Iggulden'},,,,,
976,Wars of the Roses: Trinity,{'Fiction'},2014-09-25,432,,,4,4,NOT_MATURE,en,"The brilliant retelling of the Wars of the Roses continues with Trinity, the second gripping novel in the new series from historical fiction master, Conn Iggulden. 1454: King Henry VI has remained all but exiled in Windsor Castle, struck down by his illness for over a year, his eyes vacant, his mind a blank. His fiercely loyal wife and Queen, Margaret of Anjou, safeguards her husband's interests, hoping that her son Edward will one day know the love of his father. Richard Duke of York, Protector of the Realm, extends his influence throughout the kingdom with each month that Henry slumbers. The Earls of Salisbury and Warwick make up a formidable trinity with Richard, and together they seek to break the support of those who would raise their colours in the name of Henry and his Queen. But when the King unexpectedly recovers his senses and returns to London to reclaim his throne, the balance of power is once again thrown into turmoil. The clash of the Houses of Lancaster and York will surely mean a war to tear England apart . . . Following on from Stormbird, Trinity is the second epic instalment in master storyteller Conn Iggulden's new Wars of the Roses series. Fans of Game of Thrones and The Tudors will be gripped from the word go. Praise for Stormbird: 'Pacey and juicy, and packed with action' Sunday Times 'Energetic, competent stuff; Iggulden knows his material and his audience' Independent 'A novel that seamlessly combines narrative, historical credence and great knowledge of the period' Daily Express 'A page-turning thriller' Mail on Sunday 'Superbly plotted and paced' The Times",http://books.google.com/books/content?id=tEZrAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Conn Iggulden'},,,,,
977,Khan: Empire of Silver,{'Fiction'},2010-12-28,400,https://play.google.com/store/books/details?id=fnvcCOeVHecC&rdid=book-fnvcCOeVHecC&rdot=1&source=gbs_api,13.99,5,3,NOT_MATURE,en,"From the author of the bestselling The Dangerous Book for Boys BONUS: This edition contains an excerpt from Conn Iggulden's Conqueror. The Great Khan is dead—and his vast empire, forged through raw courage, tactical brilliance, and indomitable force, hangs in the balance. Now, with the sons of Genghis Khan maneuvering for supremacy, the very qualities that united the fierce Mongol tribes threaten to tear them apart. Genghis’s tough and canny heir, Ogedai, is on the verge of becoming the new Khan. Inexplicably, Ogedai has delayed his coronation to complete a project many deem a folly: the building of Karakorum, a magnificent city amid the wild plains. His decision emboldens his arrogant brother Chagatai to violently challenge him, leaving their noble sibling Tolui caught between them. Yet even as they clash, the Khan’s armies extend his reach farther than ever before, into southern China and across the rugged mountains of Russia to the vulnerable heart of Europe, where the most courageous warriors the West commands await the coming onslaught.",http://books.google.com/books/content?id=fnvcCOeVHecC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Conn Iggulden'},,,,,
978,Dunstan,{'Fiction'},2017-05-04,480,,,3,1,NOT_MATURE,en,"One man. Seven Kings. England's bloody throne. 'Iggulden tells an absolutely cracking story. The pace is nail-biting and the set dressing magnificent' The Times Tenth century England: a divided and broken country of misrule. Yet King Athelstan, grandson of Alfred the Great, seeks to unite the kingdom under one crown. By his side is Dunstan of Glastonbury - priest, soldier, visionary and, some insist, traitor - whose task is to steward seven kings through fire, war, murder and fury to see Athelstan's dream come true. But what stain will it leave on his mortal soul? 'Iggulden has created an intriguingly complex saint - flawed, spiteful and unreliable as the teller of his own tale. Through his eyes we watch the story of the making of England' The Times 'Engrossing. Rich in intrigue, with Iggulden breathing life into this remarkable and complex figure who played a vital role in safeguarding a newly united England' Daily Express 'A gripping and glorious legend. Brilliant!' Weekend Sport 'Breathes new life into the darkest and most dramatic of times' Star 'Dunstan is a vivid, convincing character' BBC History Magazine",http://books.google.com/books/content?id=F7FwDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Conn Iggulden'},,,,,
979,The Emperor Series,{'Fiction'},2013-12-05,2828,,,,,NOT_MATURE,en,"Conn Iggulden’s bestselling Emperor series, now in one complete eBook for the first time.",http://books.google.com/books/content?id=0YCGAAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Conn Iggulden'},,,,,
980,Emperor,{'Fiction'},2009,469,,,4,7,NOT_MATURE,en,"Brilliant…stunning,” raved the Los Angeles Times about Conn Iggulden’s first novel, Emperor: The Gates of Rome. “Iggulden is a grand storyteller,” declared USA Today. Now Iggulden returns to the landscape of ancient Rome and the life of Julius Caesar in a new novel filled with all the sumptuous storytelling that distinguished his first book. Sweeping from the windswept, pirate-ruled seas to the stifling heat of the Roman senate, Iggulden takes us further down the path to glory as Julius Caesar comes into his own as a man, warrior, senator, husband, leader. In a sweltering, sparsely settled region of North Africa, a band of disheveled soldiers turn their eyes toward one man among them. Ragged, dirty, and half starved, the men will follow their leader into the mad, glorious fight for honor and revenge that only he wants to fight. Their leader is named Julius Caesar. The soldiers are Roman legionaries. And their quarry is a band of pirates who made the mistake of seizing Julius Caesar—and holding him for ransom. Now, to get his revenge, Caesar will turn peasants into soldiers, building a shipborne fighting force that will not only decimate a pirate fleet but will dominate the Mediterranean, earning him the coveted title Military Tribune of Rome. While Caesar builds a legend far from Rome, his friend Gaius Brutus is fighting battles of another sort, rising to power in the wake of the shocking assassination of a dictator. Once Brutus and Caesar were as close as brothers, both devoted to the same ideals and attracted to the same forbidden woman. Now, when Caesar returns—with the winds of glory at his back—they will find themselves at odds. For each has built an army of elite warriors—Caesar’s forged in far-flung battles, Brutus’ from Rome’s political killing fields. But in an era when men die for their treachery and their allegiances, the two men will soon be united by a shock wave from the north. There, a gladiator named Spartacus is gathering strength, building an army of seventy thousand desperate slaves—to fight a cataclysmic battle against Rome itself. Filled with unforgettable images—from the death throes of a king to the birth of Caesar’s child, from the bloody battlefields of Greece to the silent passion of lovers—Emperor: The Death of Kings is an astounding work, a stunning blend of vibrant history and thrilling fiction. From the Hardcover edition.",http://books.google.com/books/content?id=2PGMd_deYIcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Conn Iggulden'},,,,,
981,Encore Emperor Series (1) the Gates of Rome,,2017-02-01,640,,,,,NOT_MATURE,en,"The astonishing life of Julius Caesar is recreated in a magnificent new novel that brilliantly interweaves history and adventure. Emperor: The Gates of Rome is an epic tale of ambition and rivalry, bravery and betrayal, from an outstanding new voice in historical fiction. From the spectacle of gladiatorial combat to the intrigue of the Senate, from the foreign wars that created an empire to the betrayals that almost tore it apart, the Emperor novels tell the remarkable story of the man who would become the greatest Roman of them all: Julius Caesar. Brilliantly interweaving history and adventure, The Gates of Rome introduces an ambitious young man facing his first great test. In the city of Rome, a titanic power struggle is about to shake the Republic to its core. Citizen will fight citizen in a bloody conflict - and Julius Caesar will be in the thick of the action.",,{'Conn Iggulden'},,,,,
982,Blackwater,{'Fiction'},2009-03-06,96,,,3.5,2,NOT_MATURE,en,"A dark, chilling psychological thriller from the number one bestselling author of the Emperor series. Blackwater was published as part of the Quick Reads initiative on World Book Day 2006.",http://books.google.com/books/content?id=MyIWMNz2QuAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Conn Iggulden'},,,,,
983,"Emperor: The Blood of Gods (Special Edition) (Emperor Series, Book 5)",{'Fiction'},2013-05-23,432,,,3.5,4,NOT_MATURE,en,The epic new novel in Conn Iggulden’s bestselling EMPEROR series: this special edition eBook features an exclusive short story by the author.,http://books.google.com/books/content?id=xpR71VB3qkAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Conn Iggulden'},,,,,
984,Genghis: Lords of the Bow,{'Fiction'},2010-07,400,,,4,2,NOT_MATURE,en,The mighty Mongol conqueror sets out to unify an entire continent under his rule.,http://books.google.com/books/content?id=ck-G-puCi_8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Conn Iggulden'},,,,,
985,Genghis: Bones of the Hills,{'Fiction'},2010-07,419,,,,,NOT_MATURE,en,"The mighty Mongol conqueror, Genghis Khan, wreaks a path of destruction along China's Great Wall.",http://books.google.com/books/content?id=GcTbrC9KrA0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Conn Iggulden'},,,,,
986,Wars of the Roses: Stormbird,{'Fiction'},2014-07-08,496,https://play.google.com/store/books/details?id=o8WMAgAAQBAJ&rdid=book-o8WMAgAAQBAJ&rdot=1&source=gbs_api,11.99,4,30,NOT_MATURE,en,"“Capturing the violence and romance of medieval life, Iggulden makes real those grand characters who live in the collective memory. A page-turner sure to have readers eager for the next in the series.” —Kirkus The first book in #1 New York Times–bestselling author Conn Iggulden’s brilliant new historical series about two families who plunged England into a devastating, decades-long civil war. In 1437, the Lancaster king Henry VI ascends the throne of England after years of semi-peaceful regency. Named “The Lamb,” Henry is famed more for his gentle and pious nature than his father’s famous battlefield exploits; already, his dependence on his closest men has stirred whispers of weakness at court. A secret truce negotiated with France to trade British territories for a royal bride—Margaret of Anjou—sparks revolts across English territory. The rival royal line, the House of York, sees the chaos brought on by Henry’s weakness and with it not only opportunity in the monarch, but also their patriotic duty in ousting an ineffectual king. As storm clouds gather over England, King Henry and his supporters find themselves besieged abroad and at home. Who or what can save the kingdom before it is too late?",http://books.google.com/books/content?id=o8WMAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Conn Iggulden'},,,,,
987,Wars of the Roses,{'Fiction'},2017-03-09,1600,,,4,1,NOT_MATURE,en,'Iggulden is in a class of his own when it comes to epic historical fiction' Daily Mirror Conn Iggulden's Wars of the Roses Ebook Bundle contain the following: Trinity Stormbird Bloodline Ravenspur,http://books.google.com/books/content?id=xjo8DgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Conn Iggulden'},,,,,
988,The Gods of War,{'Emperors'},2011-09-01,434,,,,,NOT_MATURE,en,"The fourth and final volume in the acclaimed Emperor series, in which Conn Iggulden brilliantly weaves history and adventure to recreate the astonishing life of Julius Caesar. Caesar must fight his toughest battle yet -- with Rome itself. Julius Caesar, fresh from triumph in Britain and Gaul, is marching on Rome with his legions of hardened veterans. His goal: to unseat Pompey, now dictator of the Empire. But waging war on your own people is never easy. And even after the city itself is taken and Julius, Brutus, Mark Antony and Octavian re-enter in triumph, there are many battles left to fight. For across the Empire -- in Spain, Africa, Greece, across Asia Minor -- there are legions loyal to Pompey. How will Caesar prevail? And at what cost? 'The Gods of War' is the story of ambition and loyalty, of friendship and power, of love and war. A famous tale, of truly epic dimensions, it ranges from Rome to Greece to Egypt and back to Rome; it shows how brilliant generalship can completely turn the odds, how overwhelming success can change even the best of men; it depicts brilliantly those famous names -- Caesar, Marcus Brutus, Mark Antony, Pompey, Cicero, Cleopatra, Ptolemy -- so that they appear anew. This is a triumphant conclusion to the outstanding Emperor series.",http://books.google.com/books/content?id=UXxRtwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Conn Iggulden'},,,,,
989,Conn Iggulden 2019,,2020-06-23,400,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=Nw3AvAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Conn Iggulden'},,,,,
990,Emperor: The Field of Swords,{'Fiction'},2005-03-01,480,https://play.google.com/store/books/details?id=exrVmUGEtosC&rdid=book-exrVmUGEtosC&rdot=1&source=gbs_api,14.99,4,7,NOT_MATURE,en,"From the author of the bestselling The Dangerous Book for Boys With his acclaimed Emperor novels, author Conn Iggulden brings a dazzling world to life–the rich, complex world of ancient Rome as seen through the eyes of one extraordinary man: Julius Caesar. Now Iggulden returns to the story of Julius Caesar and a realm that stretches from the sands of North Africa to the coast of Britain. Against this magnificent backdrop, Caesar, his first victories under his belt and a series of key alliances in place, makes his move toward power and glory–and commands his famous legions on one of history’s bloodiest and most daring military campaigns. It is the heart of the first century B.C. For Julius Caesar, the time has come to enter the treacherous political battleground that has become Rome. Having proved his valor in the slaves’ revolt, Caesar is strengthened by the love and vision of a beautiful older woman, and by the sword of his loyal friend, Marcus Brutus. And when he is appointed to a new position of power, Caesar manages to do what none of the other great figures of his time could: capture the hearts of the Roman people themselves. Crushing a rebellion, bringing order to the teeming city, Caesar then makes the move that will change history. He leaves Rome for the foothills of the Alps. And with an army made in his own image, he begins a daring charge through Gaul, across the English Channel, and to the wilds of tribal Britain. Here, in a series of cataclysmic clashes, the legend of Julius Caesar will be forged. And while Caesar and Brutus pit their lives–and those of their men–against the armies of the wilderness, their political adversaries in Rome grow at once more fearful and more formidable. So when the fighting at the dominion’s edge is over, the greatest danger to Julius Caesar will await him on the Tiber–with a man who wants Rome himself. From the clash of armies to the heat of a woman’s seduction, from the thunder of battle to the orgies of pleasure and plunder that follow in a warrior’s wake, Emperor: The Field of Swords captures in riveting detail a world being shaped by a brilliant civilization. And in this extraordinary novel, the fate of Rome is being driven by the ambitions of a single man. A man with an unmatched genius for power.",http://books.google.com/books/content?id=exrVmUGEtosC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Conn Iggulden'},,,,,
991,The Falcon of Sparta: A Novel,{'Fiction'},2019-02-05,448,https://play.google.com/store/books/details?id=RzeDDwAAQBAJ&rdid=book-RzeDDwAAQBAJ&rdot=1&source=gbs_api,16.99,,,NOT_MATURE,en,"Based on one of history’s most epic stories of adventure, The Falcon of Sparta masterfully depicts the ferocity, heroism, and savage bloodshed of the ancient world. Conn Iggulden, the New York Times bestselling author of the Emperor, Conqueror, and Wars of the Roses series, returns to the ancient world with a ferociously violent epic. 401 BC. In the ancient world, one army was feared above all others. The Persian king Artaxerxes rules an empire stretching from the Aegean to northern India. As many as fifty million people are his subjects. His rule is absolute. Though the sons of Sparta are eager to play the game of thrones . . . Yet battles can be won—or lost—with a single blow. Princes fall. And when the dust of civil war settles, the Spar- tans are left stranded in the heart of an enemy’s empire, without support, without food, and without water. Far from home, surrounded by foes, it falls to the young soldier Xenophon to lead the survivors against Artaxerxes’s legendary Persian warriors.",http://books.google.com/books/content?id=RzeDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Conn Iggulden'},,,,,
992,Wars of the Roses: Bloodline,{'Fiction'},2016-07-19,432,,,,,NOT_MATURE,en,"Winter 1461 - Richard Duke of York is dead, his ambitions in ruins, his head spiked on the walls of the city. King Henry VI is still held prisoner. His Lancastrian Queen rides south with an army of victorious northerners, accompanied by painted warriors from the Scottish Highlands. With the death of York, Margaret and her army seem unstoppable. Yet in killing the father, Margaret has unleashed the sons. Edward of March, now Duke of York, proclaims himself England's rightful king. Factions form and tear apart as snow falls. Through blood and treason, through broken men and vengeful women, brother shall confront brother, king shall face king. Two men can always claim a crown. Only one can keep it. Praise for the Wars of the Roses series: 'Pacey and juicy, and packed with action' Sunday Times 'Energetic, competent stuff; Iggulden knows his material and his audience' Independent 'A novel that seamlessly combines narrative, historical credence and great knowledge of the period' Daily Express 'A page-turning thriller' Mail on Sunday""--",http://books.google.com/books/content?id=WRWEjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Conn Iggulden'},,,,,
993,Conn Iggulden 2020,,2020-06-23,400,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=dqi3vAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Conn Iggulden'},,,,,
994,Manhattan Beach,{'Fiction'},2017-10-03,448,,,3.5,58,NOT_MATURE,en,"* Winner of the Andrew Carnegie Medal for Excellence in Fiction * Winner of the New York City Book Award * New York Times Bestseller * A San Francisco Chronicle Top 10 Book of the Year * A New York Times Notable Book and a Washington Post Notable Fiction Book of 2017 * A Time magazine and USA Today Top 10 Novel of 2017 * Winner of the Booklist Top of the List for Fiction * Longlisted for the National Book Award for Fiction * Named a Best Book of 2017 by NPR, The Guardian, Vogue, Esquire, Kirkus Reviews, Philadelphia Inquirer, BookPage, Bustle, Southern Living, and St. Louis Post-Dispatch “Immensely satisfying…an old-fashioned page-turner, tweaked by this witty and sophisticated writer…Egan is masterly at displaying mastery…she works a formidable kind of magic.” —Dwight Garner, The New York Times The daring and magnificent novel from the Pulitzer Prize–winning author of A Visit from the Goon Squad. Anna Kerrigan, nearly twelve years old, accompanies her father to visit Dexter Styles, a man who, she gleans, is crucial to the survival of her father and her family. She is mesmerized by the sea beyond the house and by some charged mystery between the two men. ‎Years later, her father has disappeared and the country is at war. Anna works at the Brooklyn Naval Yard, where women are allowed to hold jobs that once belonged to men, now soldiers abroad. She becomes the first female diver, the most dangerous and exclusive of occupations, repairing the ships that will help America win the war. One evening at a nightclub, she meets Dexter Styles again, and begins to understand the complexity of her father’s life, the reasons he might have vanished. “A magnificent achievement, at once a suspenseful noir intrigue and a transporting work of lyrical beauty and emotional heft” (The Boston Globe), “Egan’s first foray into historical fiction makes you forget you’re reading historical fiction at all” (Elle). Manhattan Beach takes us into a world populated by gangsters, sailors, divers, bankers, and union men in a dazzling, propulsive exploration of a transformative moment in the lives and identities of women and men, of America and the world.",http://books.google.com/books/content?id=pFU3DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Jennifer Egan'},,,,,
995,The Invisible Circus,{'Fiction'},2010-09-29,352,https://play.google.com/store/books/details?id=9bNbqCL8fvEC&rdid=book-9bNbqCL8fvEC&rdot=1&source=gbs_api,11.99,4,13,NOT_MATURE,en,"In Jennifer Egan’s highly acclaimed first novel, set in 1978, the political drama and familial tensions of the 1960s form a backdrop for the world of Phoebe O’Connor, age eighteen. Phoebe is obsessed with the memory and death of her sister Faith, a beautiful idealistic hippie who died in Italy in 1970. In order to find out the truth about Faith’s life and death, Phoebe retraces her steps from San Francisco across Europe, a quest which yields both complex and disturbing revelations about family, love, and Faith’s lost generation. This spellbinding novel introduced Egan’s remarkable ability to tie suspense with deeply insightful characters and the nuances of emotion.",http://books.google.com/books/content?id=9bNbqCL8fvEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Jennifer Egan'},,,,,
996,A Visit From the Goon Squad,{'Fiction'},2011-03-17,368,,,3.5,2381,NOT_MATURE,en,"Jennifer Egan's spellbinding novel circles the lives of Bennie Salazar, an ageing former punk rocker and record executive, and Sasha, the passionate, troubled young woman he employs. Although Bennie and Sasha never discover each other's pasts, the reader does, in intimate detail, along with the secret lives of a host of other characters whose paths intersect with theirs, over many years, in locales as varied as New York, San Francisco, Naples, and Africa. We first meet Sasha in her mid-thirties, on her therapist's couch in New York City, confronting her long-standing compulsion to steal. Later, we learn the genesis of her turmoil when we see her as the child of a violent marriage, then a runaway living in Naples, then as a college student trying to avert the suicidal impulses of her best friend. We meet Bennie Salazar at the melancholy nadir of his adult life-divorced, struggling to connect with his nine-year-old son, listening to a washed up band in the basement of a suburban house-and then revisit him in 1979, at the height of his youth, shy and tender, revelling in San Francisco's punk scene as he discovers his ardour for rock and roll and his gift for spotting talent. We learn what became of his high school gang-who thrived and who faltered-and we encounter Lou Kline, Bennie's catastrophically careless mentor, along with the lovers and children left behind in the wake of Lou's far flung sexual conquests and meteoric rise and fall. A Visit from the Goon Squad is a book about the interplay of time and music, about survival, about the stirrings and transformations set inexorably in motion by even the most passing conjunction of our fates. In a breathtaking array of styles and tones ranging from tragedy to satire to Powerpoint, Egan captures the undertow of self-destruction that we all must either master or succumb to; the basic human hunger for redemption; and the universal tendency to reach for both-and escape the merciless progress of time-in the transporting realms of art and music. Sly, startling, exhilarating work from one of our boldest writers.",http://books.google.com/books/content?id=yqyeBAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Jennifer Egan'},,,,,
997,The Keep,{'Fiction'},2007-07-10,272,https://play.google.com/store/books/details?id=W3uNogIseAcC&rdid=book-W3uNogIseAcC&rdot=1&source=gbs_api,8.99,3.5,51,NOT_MATURE,en,"Award-winning author Jennifer Egan brilliantly conjures a world from which escape is impossible and where the keep –the tower, the last stand –is both everything worth protecting and the very thing that must be surrendered in order to survive. Two cousins, irreversibly damaged by a childhood prank, reunite twenty years later to renovate a medieval castle in Eastern Europe. In an environment of extreme paranoia, cut off from the outside world, the men reenact the signal event of their youth, with even more catastrophic results. And as the full horror of their predicament unfolds, a prisoner, in jail for an unnamed crime, recounts an unforgettable story that seamlessly brings the crimes of the past and present into piercing relation.",http://books.google.com/books/content?id=W3uNogIseAcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Jennifer Egan'},,,,,
