,first_name,last_name,on_tour,bestsellers,spotlight,image
447,Danny,Campbell,False,True,"<b>Danny Campbell</b>&rsquo;s&nbsp;acting credits include the Actors Theatre of Louisville, the Utah Shakespearean Festival, Stage West, and the Mint Theatre in NYC. He is also a company member of The Independent Shakespeare Company in Los Angeles, has appeared in numerous commercials, and is currently an Adjunct Faculty member at Santa Monica College.",https://images.randomhouse.com/author/93346
448,Linwood,Barclay,False,True,"LINWOOD BARCLAY is the multi-million copy #1 internationally bestselling author of 17 novels for adults, including <i>Broken Promise</i>, <i>Far From True</i>, <i>The Twenty-Three</i>, <i>No Safe House</i>, <i>A Tap on the Window</i>, <i>Trust Your Eyes</i>, <i>Never Saw It Coming</i>, and two thrillers for children. His books have been translated into more than two dozen languages. He wrote the screenplay adaptation for his novel <i>Never Saw It Coming</i>, and his book <i>The Accident</i> has been made into a television series in France.",https://images.randomhouse.com/author/1375
449,Ken,Ludwig,False,True,"<b>KEN LUDWIG</b> is an internationally acclaimed playwright who has had numerous hits on Broadway, in London, and throughout the world.&#160;His plays and musicals include&#160;<i>Lend Me a Tenor</i>, which won two Tony Awards, and&#160;<i>Crazy for You</i>, which won the Tony Award for Best Musical. He has also won two Laurence Olivier Awards and the Edgar Award from the Mystery Writers of America. His work has been commissioned by the Royal Shakespeare Company, and has been performed in&#160;over thirty countries in&#160;more than&#160;twenty languages.&#160;Visit him at www.kenludwig.com.",https://images.randomhouse.com/author/145168
450,Judy,Blume,False,True,"<b>Judy Blume</b> spent her childhood in Elizabeth, New Jersey, making up stories inside her head. She has spent her adult years in many places doing the same thing, only now she writes her stories down on paper. Adults as well as children will recognize such Blume titles as<i>&#160;Are You There God? It's Me, Margaret</i>;<i> Blubber</i>;<i> Just as Long as We're Together</i>; and the five book series about the irrepressible Fudge. She has also written four novels for adults, <i>In the Unlikely Event</i>,&#160;<i>Summer Sisters</i>, <i>Smart Women</i>, and <i>Wifey</i>, all of them <i>New York Times</i> bestsellers. More than 80 million copies of her books have been sold, and her work has been translated into thirty-one languages. She receives thousands of letters a year from readers of all ages who share their feelings and concerns with her.",https://images.randomhouse.com/author/2611
451,CS,Richardson,False,True,"As an award-winning book designer and now author, CS Richardson has worked in publishing for over twenty years. He is a multiple recipient of the Alcuin Award (Canada's highest honour for excellence in book design) and his work has been exhibited at both the Frankfurt and Leipzig Book Fairs. <b>The End of the Alphabet</b>, his first novel, has been sold in ten countries. He is currently at work on his second.",https://images.randomhouse.com/author/73526
452,Laila,Lalami,False,True,"<p><b>LAILA LALAMI</b>&#160;was born in Rabat and educated in Morocco, Great Britain, and the United States. She the author of four novels, including<i>&#160;The Moor&rsquo;s Account,&#160;</i>which won the American Book Award, the Arab-American Book Award, and the Hurston/Wright Legacy Award and was a finalist for the Pulitzer Prize. Her most recent work,<i>&#160;The Other Americans,</i>&#160;was a finalist for the National Book Award. Her essays have appeared in the<i>&#160;Los Angeles Times, The Washington Post, The Nation, Harper&rsquo;s, The Guardian,&#160;</i>and&#160;<i>The New York Times.</i>&#160;Lalami is a professor of creative writing at the University of California at Riverside. She lives in Los Angeles.</p>",https://images.randomhouse.com/author/187517
453,Linden,MacIntyre,False,True,"<p>LINDEN MacINTYRE's bestselling first novel,&#160;<i>The Long Stretch</i>, was nominated for a CBA LIbris Award and his boyhood memoir,&#160;<i>Causeway: A Passage from Innocence</i>, won both the Edna Staebler Award for Creative Nonfiction and the Evelyn Richardson Prize. His second novel,&#160;<i>The Bishop's Man</i>, was a #1 national bestseller, won the Scotiabank Giller Prize, the Dartmouth Book Award and the CBA Libris Fiction Book of the Year Award, among other honours. The third book in the loose-knit trilogy,&#160;<i>Why Men Lie</i>, was also a #1 national bestseller as well as a&#160;<i>Globe and Mail</i>&#160;""Can't Miss"" Book for 2012. MacIntyre, who spent 24 years as the co-host of<i>the fifth estate</i>, is a distinguished broadcast journalist who has won ten Gemini awards for his work.</p>",https://images.randomhouse.com/author/98927
454,Sue,Limb,False,True,"<b>Sue Limb</b>&#160;is a children's book author whose works include&#160;<i>Big and Little, China Lee, Me Jane, Big Trouble</i>,&#160;<i>Mr Loopy and Mrs Snoopy,</i>&#160;and&#160;<i>Come Back, Grandma</i>, which was short-listed for the Smarties Prize. Her writing career started in London, with various assignments for magazines and newspapers, and her first radio work,&#160;<i>Big and Little</i>, which won a Sony Award for Best Children&rsquo;s Programme. She lives in England.",https://images.randomhouse.com/author/17670
455,Oliver,Jeffers,False,True,"<b>Oliver Jeffers&nbsp;</b>From his much-loved debut,&nbsp;<i>How to Catch a Star</i>&nbsp;he has gone on to create a collection of award-winning and bestselling picture books, which have been translated all over the globe, including the #1&nbsp;<i>New York Times&nbsp;</i>bestseller and&nbsp;<i>TIME</i>&nbsp;Best Book of the Year&nbsp;<i>Here We Are</i>, as well as the companion&nbsp;<i>What We&rsquo;ll Build.&nbsp;</i>He is also the illustrator of the smash hits&nbsp;<i>The Day the Crayons Quit&nbsp;</i>and&nbsp;<i>The Day the Crayons Came Home,</i>&nbsp;both written by Drew Daywalt.<i>&nbsp;</i>His fine art is world-renowned and his dip-art exhibitions are a much sought-after event. Oliver is from Belfast, Northern Ireland, and now lives and works in Brooklyn, New York, with his wife and young children.<br/>&nbsp;",https://images.randomhouse.com/author/125591
456,Kyung-Sook,Shin,False,True,"<p><b>Kyung-Sook Shin</b> is the author of numerous works of fiction and is one of South Korea&rsquo;s most widely read and acclaimed novelists. She was the first woman to be awarded the Man Asian Literary Prize (for <i>Please Look After Mom</i>), and she has also been honored with the Manhae Literature Prize, the Dong-in Literature Prize, and the Yi Sang Literary Prize, as well as France&rsquo;s Pirx de l&rsquo;Inaper&ccedil;u. <i>Please Look After Mom</i> is her first book to appear in English. It will be published in twenty-nine countries and has sold over 2 million copies in South Korea alone.</p>",https://images.randomhouse.com/author/119846
457,Hope,Jahren,False,True,"Hope Jahren&#160;is an award-winning scientist who has been pursuing independent research in paleobiology since 1996, when she completed her PhD at University of California Berkeley and began teaching and researching first at the Georgia Institute of Technology and then at Johns Hopkins University. She is the recipient of three Fulbright Awards and is one of four scientists, and the only woman, to have been awarded both of the Young Investigator Medals given within the Earth Sciences. She was a tenured professor at the University of Hawaii in Honolulu from 2008 to 2016, where she built the Isotope Geobiology Laboratories, with support from the National Science Foundation, the Department of Energy and the National Institutes of Health. She currently holds the J. Tuzo Wilson professorship at the University of Oslo, Norway.<br><br>hopejahrensurecanwrite.com<br><br>jahrenlab.com",https://images.randomhouse.com/author/2111914
458,Richard,Pevear,False,True,"Together, RICHARD PEVEAR and LARISSA VOLOKHONSKY have translated works by Chekhov, Dostoevsky, Tolstoy, Gogol, Bulgakov, Leskov, and Pasternak. They were twice awarded the PEN/Book-of-the-Month Club Translation Prize (for Dostoevsky's&#160;<i>The Brothers Karamazov</i>&#160;and Tolstoy's&#160;<i>Anna Karenina</i>). They are married and live in France.",https://images.randomhouse.com/author/23816
459,Maxine Hong,Kingston,False,True,"<p><b>Maxine Hong Kingston</b>&nbsp;is the author of&nbsp;<i>The Woman Warrior</i>,<i> China Men</i>,<i> </i>and&nbsp;<i>The Fifth Book of Peace</i>, among other works. She is the recipient of numerous awards, including the National Book Award, the National Book Critics Circle Award, the presidentially conferred National Humanities Medal, the Medal for Distinguished Contribution to American Letters from the National Book Foundation, and the F. Scott Fitzgerald Award. She worked for many years as a senior lecturer in creative writing at UC Berkeley. Kingston lives in Oakland, California.</p>",https://images.randomhouse.com/author/15761
460,Todd,Balf,False,True,"<b>Todd Balf</b>, a former senior editor for&nbsp;<i>Outside</i>&nbsp;magazine, writes for&nbsp;<i>Men&rsquo;s Journal</i>,&nbsp;<i>Fast Company</i>,&nbsp;and other publications. His cover story in&nbsp;<i>Men<i>&rsquo;s<i>&nbsp;</i></i>Journal</i>&nbsp;on the Tsangpo and the Walker-McEwan expedition appeared in March 1999. He lives in Beverly, Massachusetts, with his wife and two children.",https://images.randomhouse.com/author/1269
461,Karen Thompson,Walker,False,True,"<b>Karen Thompson Walker</b> is the author of the <i>New York Times</i> bestselling novel <i>The Age of Miracles</i>, which has been translated into twenty-seven languages and named one of the best books of the year by <i>People,</i> <i>O: The Oprah Magazine,</i> and <i>Financial Times,</i> among others. Born and raised in San Diego, Walker is a graduate of UCLA and the Columbia MFA program. She lives with her husband, the novelist Casey Walker, and their two daughters in Portland. She is an assistant professor of creative writing at the University of Oregon.",https://images.randomhouse.com/author/2175453
462,Dana,VanVeller,False,True,"Originally hailing from Northern B.C. and Southern Ontario respectively, LINDSAY ANDERSON and DANA VANVELLER first met around an Okanagan campfire in 2011. They became fast friends, and began planning&#160;<i>Feast</i>&#160;just one year later. Avid cooks, writers, and photographers, this storytelling project allowed them to highlight Canada's vibrant and varied food culture.",https://images.randomhouse.com/author/2113075
463,Oliver,Sacks,False,True,"Dr. Oliver Sacks spent more than fifty years working as a neurologist and writing books about the neurological predicaments and conditions of his patients, including&#160;<i>The Man Who Mistook His Wife for a Hat, Musicophilia,&#160;</i>and&#160;<i>Hallucinations.</i>&#160;The&#160;<i>New York Times&#160;</i>referred to him as ""the poet laureate of medicine,"" and over the years he received many awards, including honors from the Guggenheim Foundation, the National Science Foundation, the American Academy of Arts and Letters, the American Academy of Arts &amp; Sciences, and the Royal College of Physicians. His memoir&#160;<i>On the Move</i>&#160;was published shortly before his death in August 2015.",https://images.randomhouse.com/author/26646
464,Michael,Redhill,False,True,"MICHAEL REDHILL is a Giller Prize-winning novelist, poet and playwright. He is the author of the novels <i>Consolation</i>, longlisted for Man Booker Prize; <i>Martin Sloane</i>, a finalist for the Giller Prize; and most recently, <i>Bellevue Square</i>, winner of the 2017 Giller Prize. He has written a novel for young adults, four collections of poetry and two plays, including the internationally celebrated <i>Goodness</i>. He also writes a series of crime novels under the name Inger Ash Wolfe. He lives in Toronto, ON.",https://images.randomhouse.com/author/25103
465,Donnabella,Mortel,False,True,"<b>Donnabella Mortel</b>&#160;is a Filipino American actress, producer, former NBA cheerleader, and a&#160;co-founder of The Creation Station Studios. She has been cast in various hit shows like <i>How to Get Away with Murder</i>, <i>The Young and the Restless</i>, and <i>NCIS.</i>&#160;She is also an avid audiobook narrator.",https://images.randomhouse.com/author/304168
466,Paul,Wells,False,True,"<p>Paul Wells is the political editor of <i>Maclean&rsquo;s </i>magazine. His previous book, <i>Right Side Up: The Fall of Paul Martin and the Rise of Stephen Harper&rsquo;s New Conservatism</i>,<i> </i>was a national bestseller and his blog, <i>Inkless Wells</i>, is a must-read among Canadians who follow politics. He has worked for the <i>National Post</i> and <i>The Gazette</i> in Montreal, and has written for <i>L'actualit&eacute;, La Presse, TIME</i> and the <i>Literary Review of Canada</i>. He lives in Ottawa. Follow on Twitter at @InklessPW.</p>",https://images.randomhouse.com/author/48791
467,Jan,Berenstain,False,True,"<b>Stan and Jan Berenstain</b> were already successful cartoonists for magazines and adult humor books when they began writing children's books. The first story starring the bear family,&nbsp;<i>The Big Honey Hunt</i>, appeared in 1962. Since then, more than 360 Berenstain Bears books have been published, and more than 300 million copies have been sold. What began as an idea sparked by their young sons' love of reading has become one of the best-selling children's book series ever!",https://images.randomhouse.com/author/45052
468,Dava,Sobel,False,True,"<b>Dava Sobel, </b>a former <i>New York Times</i> science reporter, is the author of <i>Longitude,  Galileo's Daughter, </i>and <i>Letters to Father</i>. In her thirty years as a science journalist,  she has written for many magazines, and coauthored six books, including <i>Is Anyone  Out There?</i> with astronomer Frank Drake and <i>The Illustrated Longitude</i> with William  J. H. Andrews. Sobel has been awarded the National Science Board's pretigious Individual  Public Service Award, the Bradford Washburn Award from the Boston Museum of Science,  and the Harrison Medal from the Worshipful Company of Clockmakers.",https://images.randomhouse.com/author/29038
469,Mark,Harris,False,True,"<p>Mark Harris is the author of&#160;<i>Pictures at a Revolution: Five Movies and the Birth of the New Hollywood</i>, which was a&#160;<i>New York Times&#160;</i>notable book of the year<i>,&#160;</i>and<i>&#160;Five Came Back: A Story of Hollywood and the Second World War.</i>&#160;He is currently a writer for&#160;<i>New York</i>, where he often covers the intersection of culture and politics. He lives in New York City with his husband, Tony Kushner.</p>",https://images.randomhouse.com/author/12028
470,Alice,Hoffman,False,True,"<b>Alice Hoffman</b>&#160;is the author of more than thirty works of fiction, including <i>The World That We Knew</i>,&#160;<i>The Rules of Magic</i>, <i>Practical Magic</i>,&#160;<i>The Marriage of Opposites</i>,&#160;<i>The Red Garden</i>, the Oprah&rsquo;s Book Club selection&#160;<i>Here on Earth</i>,&#160;<i>The Museum of Extraordinary Things</i>, and&#160;<i>The Dovekeepers</i>. She lives near Boston.",https://images.randomhouse.com/author/13223
471,Ian,Buruma,False,True,"<b>Ian Buruma</b> teaches at Bard College. His books include <i>A Tokyo Romance</i>, <i>Their Promised Land</i>, <i>Year Zero</i>, <i>The China Lover</i>, <i>Murder in Amsterdam</i>, <i>Occidentalism</i>, <i>God&rsquo;s Dust</i>, <i>Behind the Mask</i>, <i>The Wages of Guilt</i>, <i>Bad Elements</i>, and <i>Taming the Gods</i>.",https://images.randomhouse.com/author/3886
472,Peg,Kehret,False,True,"<b>Peg Kehret</b>&nbsp;was born in Wisconsin, grew up in Minnesota, spent 14 years in California, and now lives with her husband in Washington. 
 
 Kehret&rsquo;s novels focus on ordinary kids in exciting situations who must then use their wits to solve problems. Regularly recommended by the American Library Association, the International Reading Association, and the Children's Book Council, her works include <i>Danger at the Fair</i>, <i>Cages</i>, <i>Dangerous</i> <i>Deception</i>, and <i>Earthquake Terror</i>.
 
 Kehret&rsquo;s autobiography,<i>&nbsp;Small Steps: The Year I Got Polio</i>, won the Golden Kite Award from the Society of Children's Book Writers &amp; Illustrators, and the PEN Center USA West Award for Children's Literature.",https://images.randomhouse.com/author/242342
473,Jennifer Lynn,Barnes,False,True,"I&#8217;ve wanted to be a writer for pretty much as long as I can remember. In fact, aside from a brief flirtation with the idea of being a veterinarian when I was four, being a professional writer has been my ultimate dream job (and, for that matter, my ultimate dream) for more or less my entire life. Along with my dislike of chocolate (I know, I&#8217;m a freak) and my love of all things sparkly, my passion for fiction&#8211;books, television, movies, and more&#8211;has probably been one of my most enduring character traits, and one of the ones that has most defined me as a person.<br><br>The summer I was 19, I wrote <i>Golden</i>, the story of a girl named Lissy who moves cross-country and lands right smack dab in the middle of the world&#8217;s scariest and most intimidating high school social hierarchy. Like Lissy, I changed schools at the start of my high school career. Unlike Lissy, however, I had to find my place at my new school without the aid of any kind of supernatural power.<br><br>I&#8217;ve always been fascinated with the supernatural. When I was little, I used to watch <i>Bewitched</i> on television and wonder why it didn&#8217;t work when I twitched my own nose. In the third grade, I read Roald Dahl&#8217;s <i>Matilda</i> and spent an embarrassing amount of time trying to move things with the power of my mind. I love mythology, fairy tales, ghost stories, and the idea that there might be more out there than any of us can logically explain.<br><br>When I sit down to write a book, I usually start out with a supernatural concept&#8211;like aura vision or the idea of mystical tattoos capable of giving their wearers super powers&#8211;and then I think about my own experiences in life and try to identify an aspect of teen experience that fits with that particular slice of the supernatural. In <i>Golden</i>, Lissy&#8217;s ability to see auras gives her insight into the behavior of others, so I chose to throw her into the world of high school cliques, where her power would be both a blessing and a curse. <br><br>All of my characters lead double lives as normal teens in the every day teen world that have to deal with some pretty fantastical things. In many ways, I relate. Not because I have powers of my own (sadly, if I do have any super powers, they are as yet unidentified), but because throughout college, I lived my own double life&#8211;as a novelist and a student. I loved Yale, and didn&#8217;t want to miss out on any of my four years there, so more often than not, I was a college student by day and a writer by night, doing most of my writing between two and four in the morning, after everyone else had gone to sleep.<br><br>I&#8217;m a big believer that a writer has to be, first and foremost, a person who is out there in the world, experiencing life, and that is exactly what I try to do.",https://images.randomhouse.com/author/69151
474,Aleksandar,Hemon,False,True,"ALEKSANDAR HEMON is the author of&#160;<i>The Making of Zombie Wars</i>;&#160;<i>The Book of My Lives</i>, which was a finalist for the National Book Critics Circle Award;&#160;<i>The Lazarus Project</i>, which was a finalist for the National Book Award and the National Book Critics Circle Award and a&#160;<i>New York Times</i>&#160;bestseller; and three books of short stories, including&#160;<i>Nowhere Man</i>, which was also a finalist for the National Book Critics Circle Award. He was the recipient of a Guggenheim Fellowship and a Genius Grant from the MacArthur Foundation.",https://images.randomhouse.com/author/12587
475,Mark,Strand,False,True,"<p>Mark Strand, born in 1934, was the author of many books of poems, a book of stories, and three volumes of translations, and was the editor of several anthologies. He received many honors and awards, including a MacArthur Fellowship, the Pulitzer Prize (for <i>Blizzard of One</i>), the Bollingen Prize, and the Gold Medal for Poetry from the American Academy of Arts and Letters. In 1990, he was appointed Poet Laureate of the United States. He died in 2014.</p>",https://images.randomhouse.com/author/30082
476,Anita,Brookner,False,True,"<b>Anita Brookner</b> was born in London and, apart from several years in Paris, was a lifelong Londoner. She trained as an art historian and taught at the Courtauld Institute of Art until 1988. She is the author of twenty-seven books, including the Booker Prize&ndash;winning novel <i>Hotel Du Lac</i>. She died in 2016.",https://images.randomhouse.com/author/3370
477,Emily St. John,Mandel,True,True,"EMILY ST. JOHN MANDEL's four previous novels include&#160;<i>Station Eleven,</i>&#160;which was a finalist for a National Book Award and the PEN/Faulkner Award and has been translated into thirty-two languages. She lives in New York City with her husband and daughter.<br><br>EMILY ST. JOHN MANDEL&#160;is available for select readings and lectures. To inquire about a possible appearance, please contact Penguin Random House Speakers Bureau at speakers@penguinrandomhouse.com or visit prhspeakers.com.<br><br>emilymandel.com",https://images.randomhouse.com/author/222154
478,Brett,Battles,False,True,"<b>Brett Battles</b> lives in Los Angeles and is the author of four novels in the acclaimed Jonathan Quinn series: <i>The Cleaner, </i>which was nominated for a Barry Award for Best Thriller and a Shamus Award for Best First Novel; <i>The Deceived, </i>which won the 2009 Barry Award for Best Thriller; <i>Shadow of Betrayal; </i>and <i>The Silenced.</i>",https://images.randomhouse.com/author/72723
479,David,France,False,True,"DAVID FRANCE&#160;is the author of&#160;<i>Our Fathers,</i>&#160;a book about the Catholic sexual abuse scandal, which Showtime adapted into a film. He coauthored&#160;<i>The Confession</i>with former New Jersey governor Jim McGreevey. He is a contributing editor for&#160;<i>New York</i>&#160;and has written as well for&#160;<i>The New York Times.&#160;</i>His documentary film&#160;<i>How to Survive a Plague</i>&#160;was an Oscar finalist, won a Directors Guild Award and a Peabody Award, and was nominated for two Emmys, among other accolades. His book of the same title won a Baillie Gifford Prize, a Green Carnation Prize, the Israel Fishman Nonfiction Award, a Lambda Literary award, the Randy Shilts Award, and a National Lesbian &amp; Gay Journalist Association award for excellence in HIV/AIDS coverage. It was shortlisted for the Andrew Carnegie Medal for Excellence and the Wellcome Prize in Literature. He lives in New York City.&#160;<br><br><br>www.davidfrance.com",https://images.randomhouse.com/author/46608
480,Ron,Currie,False,True,"<b>Ron Currie&nbsp;</b>is the author of the novels&nbsp;<i>Everything Matters!</i>&nbsp;and&nbsp;<i>Flimsy Little Plastic Miracles</i>&nbsp;and the short story collection&nbsp;<i>God Is Dead</i>, which was the winner of the New York Public Library's Young Lions Award. In 2009, he received the Addison M. Metcalf Award from the American Academy of Arts and Letters. His books have been translated into fifteen languages. He lives in Portland, Maine.",https://images.randomhouse.com/author/98373
481,Meir,Shalev,False,True,"<p>One of Israel's most celebrated novelists,&#160;<b>MEIR SHALEV&#160;</b>was born in 1948 on Nahalal, Israel's first moshav. His books have been translated into more than twenty-five languages and his honors include the National Jewish Book Award and Israel's Brenner Prize for&#160;<i>A Pigeon and a Boy.</i></p>",https://images.randomhouse.com/author/75991
482,Brian,Hall,False,True,"<p><b>Brian Hall</b> is the author of the novels&#160;<i>The Dreamers</i>,&#160;<i>The Saskiad</i>,&#160;<i>Fall of Frost</i>, and&#160;<i>I Should Be Extremely Happy in Your Company</i>, in addition to three works of nonfiction, including&#160;<i>The Impossible Country: A Journey Through the Last Days of Yugoslavia&#160;</i>and&#160;<i>Madeleine's World</i>. His journalism has appeared in publications such as&#160;<i>Time</i>,&#160;<i>The New Yorker</i>, and&#160;<i>The New York Times Magazine</i>. He lives in Ithaca, New York.</p>",https://images.randomhouse.com/author/11575
483,Janet,Lunn,False,True,"JANET LUNN is the author of several award-winning books, including <b>The Root Cellar</b>, <b>Come to the Fair</b>, and, with Christopher Moore, <b>The Story of Canada</b>. Her honors include the Governor General&rsquo;s Literary Award, the Canadian Library Association Book of the Year Award, and the Vicky Metcalfe Award for a Body of Work. She has been awarded the Order of Ontario, and is a member of the Order of Canada. She was born in Dallas, Texas, grew up in rural Vermont, and lived in Canada for over fifty years. She passed away in 2017.",https://images.randomhouse.com/author/18269
484,Terry,Gould,False,True,"<p>TERRY GOULD is a Brooklyn-born investigative journalist who focuses on organized crime and human rights issues. He has won more than 50 awards and other honours for his reporting. His most recent non-fiction book,&#160;<i>Murder without Borders</i>, the product of 4 years of dogged travel and investigation, recreated the lives of journalists who were killed to shut them up as they reported truths about the powerful in the world's most dangerous places. For that work he won the Canadian Press Freedom Award, the Arthur Ellis Award for Best Crime Non-Fiction, the Spanish Press Freedom Award and was a finalist for the Writers' Trust of Canada Shaughnessy Cohen Prize for Political Writing. Gould lives in Vancouver.</p>",https://images.randomhouse.com/author/10697
485,Douglas,Starr,False,True,"<b>Douglas Starr</b>&nbsp;is codirector of the Center for Science and Medical Journalism and a professor of journalism at Boston University. His book&nbsp;<i>Blood: An Epic History of Medicine and Commerce</i>&nbsp;won the 1998 <i>Los Angeles Times</i> Book Prize and became a PBS-TV documentary special. A veteran science, medical, and environmental reporter, Starr has contributed to many national publications, including&nbsp;<i>Smithsonian, Audubon, National Wildlife, Sports Illustrated,&nbsp;</i>the&nbsp;<i>Los Angeles Times, The Christian Science Monitor,</i>&nbsp;and&nbsp;<i>Time,</i>&nbsp;and has served as a science editor for PBS-TV. He lives near Boston.",https://images.randomhouse.com/author/29551
486,Brandon,Sanderson,False,True,"Brandon Sanderson is the author of the #1 <I>New York Times</I> bestselling Reckoners series: <I>Steelheart, Firefight,</I> and <I>Calamity</I> and the e-original <I>Mitosis; </I>the<I> New York Times </I>bestsellers<I> Skyward </I>and its sequel<I> Starsight;</I> the internationally bestselling Mistborn trilogy; and the Stormlight Archive. He was chosen to complete Robert Jordan's The Wheel of Time series. His books have been published in more than twenty-five languages and have sold millions of copies worldwide. Brandon lives and writes in Utah. To learn more about him and his books, visit him at brandonsanderson.com or follow @BrandSanderson on Twitter and Instagram.",https://images.randomhouse.com/author/168928
487,Kate,Leahy,False,True,"<b>Kate Leahy</b>&#160;has traveled from Southern Italy to Myanmar&mdash;and many places in between&mdash;to research recipes, many of which make it into her books. She has written or edited more than eight books on food and wine, including&#160;<i>A16 Food + Wine</i>, the 2009 IACP Cookbook of the Year and recipient of the Julia Child best first book award. Her work has also appeared in&#160;<i>Eating Well</i>&#160;and several other publications. Prior to writing, she cooked on the line at James Beard Award-winning restaurants A16 in San Francisco, Terra in St. Helena, California, and Radius in Boston. Kate lives in San Francisco.",https://images.randomhouse.com/author/130067
488,Jane,Hamilton,False,True,"<b>Jane Hamilton</b> is the author of&#160;<i>The Book of Ruth</i>, winner of the PEN/Hemingway Award for First Fiction;&#160;<i>A Map of the World</i>, a&#160;<i>New York Times</i>&#160;Notable Book of the Year and named one of the top ten books of the year by&#160;<i>Entertainment Weekly</i>,&#160;<i>Publishers Weekly</i>, <i>the</i>&#160;<i>Miami Herald</i>, and&#160;<i>People</i>&#160;magazine;&#160;<i>Disobedience</i>; and&#160;<i>The Short History of a Prince</i>. She lives in Rochester, Wisconsin.",https://images.randomhouse.com/author/11711
489,Leslie,McGuirk,False,True,"LESLIE MCGUIRK says that when she was a child she wanted to be a game warden in Africa. Instead, she grew up to become an author and illustrator whose favorite topic is the animals she loves so much. <br>Leslie is the author-illustrator of many children's books, including the <i>Tucker the Dog</i> books, <i>Pip the Penguin</i>, and <i>Wiggens Learns His Manners at the Four Seasons</i>.",https://images.randomhouse.com/author/120074
490,Sara J.,Henry,False,True,"<p><b>SARA J. HENRY</b>'s first novel, <i>Learning to Swim</i>, won the Anthony, Agatha, and Mary Higgins Clark Awards, was a Target Emerging Author pick, and was named one of Best Books of 2011 by the <i>Boston Globe</i>. Her second novel, <i>A Cold and Lonely Place</i>, is an Anthony award nominee for Best Novel and was a Reader's Digest Select Books choice. She has written for <i>Prevention</i>, <i>Adirondack Life</i>, <i>Bicycling</i>, <i>Triathlete</i>, and other magazines, was an editor at Rodale Books and <i>Women's Sports &amp; Fitness </i>magazine, and was a newspaper and magazine editor. A native of Oak Ridge, Tennessee, Sara lives in Vermont. Visit www.SaraJHenry.com.</p>",https://images.randomhouse.com/author/160686
491,Sheila,Fischman,False,True,"<p>SHEILA FISCHMAN is the award-winning translator of some 150 contemporary novels from Quebec, and has worked on books from such authors as Anne H&eacute;bert, &#160;Michael Tremblay, Larry Tremblay, Kim Th&uacute;y, Marie-Claire Blais, and the Right Honourable Jean Chr&eacute;tien. She has received the Governor General&rsquo;s Literary Award for French-to-English Translation and has been a finalist fourteen times. In 2008 she was awarded the Molson Prize in the Arts. She is a Member of the Order of Canada and a chevalier of the Ordre national du Qu&eacute;bec. She lives in Montreal.<br><br></p>",https://images.randomhouse.com/author/44305
492,Jan,Greenberg,False,True,"<b>Jan Greenberg</b>'s books have been&nbsp;named an ALA Notable Book, a&nbsp;<i>School Library Journal</i>&nbsp;Best Book of the Year, a&nbsp;<i>Booklist</i>&nbsp;Editors&rsquo; Choice, an IRA Teachers&rsquo; Choice, and a&nbsp;<i>Bulletin</i>&nbsp;Blue Ribbon Book.",https://images.randomhouse.com/author/10991
493,Nancy,Springer,False,True,"<b><b>Nancy Springer</b>&#160;</b>has published forty novels for adults, young adults and children. In a career beginning shortly after she graduated from Gettysburg College in 1970, Springer wrote for ten years in the imaginary realms of mythological fantasy, then ventured on to contemporary fantasy, magical realism, and women&rsquo;s fiction and suspense before turning her attention to children&rsquo;s literature. Her novels and stories for middle-grade and young adults range from contemporary realism, mystery/crime, and fantasy to her critically acclaimed novels based on the Arthurian mythos, <i>I Am Mordred: A Tale of Camelot </i>and <i>I Am Morgan Le Fay</i>. Springer&rsquo;s children&rsquo;s books have won her two Edgar Allan Poe awards, a Carolyn W. Field award, various Children&rsquo;s Choice honors and numerous ALA Best Book listings. Her most recent series include the Tales of Rowan Hood, featuring Robin Hood&rsquo;s daughter, and the Enola Holmes mysteries, starring the much younger sister of Sherlock Holmes.",https://images.randomhouse.com/author/29349
494,Barry,Gifford,False,True,"The author of more than forty works of fiction, nonfiction, and poetry, which have been translated into over twenty-five languages, <b>BARRY GIFFORD </b>writes distinctly American stories for readers around the globe. From screenplays and librettos to his acclaimed Sailor and Lula novels, Gifford&rsquo;s writing is as distinctive as it is difficult to classify. Born in the Seneca Hotel on Chicago&rsquo;s Near North Side, he relocated in his adolescence to New Orleans. The move proved significant: throughout his career, Gifford&rsquo;s fiction&mdash;part-noir, part-picaresque, always entertaining&mdash;is born of the clash between what he has referred to as his &ldquo;Northern Side&rdquo; and &ldquo;Southern Side.&rdquo; Gifford has been recipient of awards from PEN, the National Endowment for the Arts, The American Library Association, the Writers Guild of America and the Christopher Isherwood Foundation. His novel <i>Wild at Heart</i> was adapted into the 1990 Palme d&rsquo;Or-winning film of the same name. Gifford lives in the San Francisco Bay Area.",https://images.randomhouse.com/author/147327
